source_type,source_id,name,series,series_source_id,genre,rarity,image_url,about,favorites,archetype,stats,potency,elemental_type,elemental_resistances
mal,95881,Konomi Fujimiya,Non Non Biyori,17549,Anime,2,https://cdn.myanimelist.net/images/characters/15/230215.jpg,Konomi is a third-year high school student who attends a local high school. She is a graduate of the Asahigaoka Branch School. She lives next door to the Koshigaya household and often drops by to visit. She is shown to be bright and friendly.,61,Ally,"{""hp"": 94, ""atk"": 90, ""mag"": 84, ""vit"": 90, ""spr"": 90, ""int"": 95, ""spd"": 91, ""lck"": 94}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,88593,Honoka Ishikawa,Non Non Biyori,17549,Anime,2,https://cdn.myanimelist.net/images/characters/10/224301.jpg,Honoka is a first-grade elementary school student who stayed at her grandmother's house during summer vacation. She became Renge's first friend who is as old as her. She has a hobby of taking pictures with her camera. She unexpectedly left without saying goodbye but was able to write Renge a letter with a photo and a promise to meet again next summer vacation.,3,Ally,"{""hp"": 91, ""atk"": 90, ""mag"": 92, ""vit"": 85, ""spr"": 87, ""int"": 89, ""spd"": 85, ""lck"": 90}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,95083,Kaede Kagayama,Non Non Biyori,17549,Anime,2,https://cdn.myanimelist.net/images/characters/7/513776.jpg,"Kaede is the 20-year-old owner of the local candy shop. She is a graduate of the Asahigaoka Branch School and is Kazuho's underclassman. She is called ""Candy Store"" much to her chagrin. Aside from selling candies, she also runs a ski rental business mainly because skiing is her hobby and she doesn't want to lose the opportunity to make money._x000D_
_x000D_
She used to babysit Renge when Renge was still a baby and is shown to be very protective of her.",604,Ally,"{""hp"": 86, ""atk"": 91, ""mag"": 86, ""vit"": 87, ""spr"": 90, ""int"": 94, ""spd"": 93, ""lck"": 89}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,88605,Hikage Miyauchi,Non Non Biyori,17549,Anime,1,https://cdn.myanimelist.net/images/characters/2/254703.jpg,"Age: 16_x000D_
Birthdate: December 7_x000D_
Blood type: O+_x000D_
_x000D_
Hikage is a high school student who attends a school in Tokyo. She is Kazuho's younger sister and Renge's elder sister. She is a graduate of the Asahigaoka Branch School. She also likes getting people's attention and bragging about being able to live in the city.",112,Trickster,"{""hp"": 66, ""atk"": 88, ""mag"": 85, ""vit"": 64, ""spr"": 70, ""int"": 84, ""spd"": 132, ""lck"": 122}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,88595,Kazuho Miyauchi,Non Non Biyori,17549,Anime,1,https://cdn.myanimelist.net/images/characters/9/254903.jpg,"Kazuho is the 24-year-old teacher of the Asahigaoka Branch School. She is Hikage and Renge's eldest sister. Because of the fact that her students are in different grade levels and study their own materials, she often sleeps during class. She is shown to be very lazy and irresponsible and usually makes other people, especially her students, perform her responsibilities.",92,Sage,"{""hp"": 66, ""atk"": 64, ""mag"": 97, ""vit"": 70, ""spr"": 119, ""int"": 134, ""spd"": 54, ""lck"": 92}","{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,188569,Akane Shinoda,Non Non Biyori,17549,Anime,1,https://cdn.myanimelist.net/images/characters/3/424016.jpg,"Shinoda is a high school freshman. She belongs to the wind ensemble club and is Konomi's junior. She plays the flute._x000D_
_x000D_
(Source: Official Site, translated)",8,Ally,"{""hp"": 92, ""atk"": 88, ""mag"": 91, ""vit"": 84, ""spr"": 90, ""int"": 96, ""spd"": 85, ""lck"": 88}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,188570,Shiori,Non Non Biyori,17549,Anime,1,https://cdn.myanimelist.net/images/characters/5/424017.jpg,Current member and center of Iron Frill.,9,Ally,"{""hp"": 88, ""atk"": 90, ""mag"": 91, ""vit"": 88, ""spr"": 88, ""int"": 89, ""spd"": 92, ""lck"": 87}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,81931,Fubuki,One Punch Man,30276,Anime,2,https://cdn.myanimelist.net/images/characters/10/473637.jpg,"Race: Human (Esper)_x000D_
Age: 23_x000D_
Height: 167 cm (5'6"")_x000D_
Abilities: Psychokinesis_x000D_
Occupation: Superhero_x000D_
Level: B-Class; Rank 1_x000D_
Affiliation: Hero Association, Blizzard Group_x000D_
Relatives: Tatsumaki (older sister)_x000D_
_x000D_
Fubuki is the leader of the B-Class superhero group, Blizzard Group and Tatsumaki's younger sister. Her rank is number 1. She is a tall, pretty woman, with shoulder length black hair. She wears a long black dress, black boots and several necklaces all under a long fur coat. Her eyes are bright green, much like her older sister's._x000D_
_x000D_
She is shown to be able to levitate and launch items. Fubuki uses ""Hell Storm"" where she levitates the rocks in the surrounding area and then launches them at high speed toward an opponent._x000D_
_x000D_
It is soon discovered that she is strong enough to be an A-Class hero, but refuses to become one since she will not be the number one._x000D_
_x000D_
(Source: One Punch-Man Wiki)",2913,Elementalist,"{""hp"": 82, ""atk"": 56, ""mag"": 128, ""vit"": 79, ""spr"": 100, ""int"": 110, ""spd"": 121, ""lck"": 81}","{""Mage"": ""S"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""D""}","[""wind""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""weak"", ""wind"": ""resist"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,140129,Lily,One Punch Man,30276,Anime,1,https://cdn.myanimelist.net/images/characters/6/303803.jpg,,4,Ally,"{""hp"": 87, ""atk"": 91, ""mag"": 94, ""vit"": 93, ""spr"": 90, ""int"": 90, ""spd"": 89, ""lck"": 90}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,85797,Mosquito Girl,One Punch Man,30276,Anime,1,https://cdn.myanimelist.net/images/characters/5/294548.jpg,"Race: Artificial Mutant_x000D_
Gender: Female_x000D_
Abilities: Flight, Superhuman Speed, Superhuman Power, Mosquito Control, Regeneration, Transformation, Weapons; Horns and Claws_x000D_
Occupation: Monster_x000D_
Level: Demon_x000D_
Affiliation: House of Evolution_x000D_
Debut: Chapter 5/Episode 2_x000D_
_x000D_
Mosquito Girl is a prototype artificial mutant created by Dr. Genus of the House of Evolution. As a hybrid between human and mosquito, she has control over large swarms of the insects, using them to collect blood as sustenance or repair any bodily damage._x000D_
_x000D_
Appearance: Being partly insect, Mosquito Girl's body is largely exoskeleton, and light enough to allow winged flight. All her limbs are extended and end in twin hooks, and her lower legs are digitigrade, with extra forelegs. Her biceps and shins and covered in long bristles, and striped akin to a hornet's._x000D_
_x000D_
Beyond her long hair and distinctly human face, her head resembles a mosquito's, including a second pair of compound eyes, two sets of antennae, and a shortened proboscis. Despite having a lower body, she still carries a banded abdomen from the small of her back._x000D_
_x000D_
Following her transformation, the banded stripes on her body become jagged and more pronounced, while her bristles and mosquito headpiece transform into sharp spines._x000D_
_x000D_
Personality: In spite of her human features, Mosquito Girl playfully regards humans and animals as prey, and constantly craves their blood. Contrastingly, she treats her mosquitoes maternally, referring to them as ""little ones"" and incorporating them into her attacks. Even in the face of danger, she is arrogant and only mildly irritated, insulting her opponents as much as assaulting them._x000D_
_x000D_
(Source: OnePunchMan Wikia)",36,Beastmaster,"{""hp"": 101, ""atk"": 132, ""mag"": 62, ""vit"": 123, ""spr"": 56, ""int"": 63, ""spd"": 120, ""lck"": 90}","{""Mage"": ""C"", ""Attacker"": ""B"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""B"", ""Specialist"": ""C""}","[""nature""]","{""fire"": ""weak"", ""water"": ""neutral"", ""earth"": ""resist"", ""wind"": ""neutral"", ""nature"": ""resist"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,81929,Tatsumaki,One Punch Man,30276,Anime,3,https://cdn.myanimelist.net/images/characters/3/543830.jpg,"Race: Human (Esper)_x000D_
Age: 28_x000D_
Abilities: Psychokinesis_x000D_
Occupation: Superhero_x000D_
Level: S-Class; Rank: 2_x000D_
Affiliation: Hero Association_x000D_
Relatives: Fubuki (Younger sister)_x000D_
_x000D_
Tatsumaki is the S-Class, Rank 2 superhero and the older sister of Fubuki._x000D_
_x000D_
Tatsumaki is a petite woman, commonly mistaken for being much younger than she really is. She has a youthful face with wide emerald green eyes and hair that curls up on the ends. She wears a formfitting black dress with long sleeves and four high-cut leg slits that show off her legs and low-heeled black shoes._x000D_
_x000D_
Being the second ranked S-Class hero, Tatsumaki is very powerful. She is one of the most powerful heroes and the most powerful esper alive. Fubuki describes her as a monster much like Amai Mask, who chooses not to advance from A-Class to S-Class to not allow weaklings to rank up. Even after witnessing Saitama's display of power in the fight against her, Fubuki is convinced that Saitama is nowhere near her older sister in terms of strength and fighting ability._x000D_
_x000D_
(Source: One Punch-Man Wiki)",4013,Sorcerer,"{""hp"": 76, ""atk"": 48, ""mag"": 180, ""vit"": 64, ""spr"": 117, ""int"": 154, ""spd"": 151, ""lck"": 73}","{""Mage"": ""S"", ""Attacker"": ""F"", ""Healer"": ""F"", ""Buffer"": ""F"", ""Debuffer"": ""S"", ""Defender"": ""F"", ""Specialist"": ""S""}","[""wind"", ""void""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""weak"", ""wind"": ""resist"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""resist"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,161358,Mihari Oyama,Oniichan wa Oshimai!,51678,Anime,2,https://cdn.myanimelist.net/images/characters/5/495693.jpg,"Birthday: April 22_x000D_
Blood Type: AB_x000D_
_x000D_
The little sister of Mahiro, the girl responsible for her older brother's transformation to a girl. She keeps a lookout on him and supervise him on his new life as a girl.",199,Engineer,"{""hp"": 69, ""atk"": 64, ""mag"": 99, ""vit"": 66, ""spr"": 122, ""int"": 143, ""spd"": 100, ""lck"": 76}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,161357,Mahiro Oyama,Oniichan wa Oshimai!,51678,Anime,3,https://cdn.myanimelist.net/images/characters/15/413882.jpg,"The protagonist of Onii-chan wa Oshimai. He was turned into a girl thanks to his little sister by drugging him._x000D_
_x000D_
Age: Around 20_x000D_
Birthday: March 6th_x000D_
Blood Type: O_x000D_
Height: 144 cm_x000D_
Weight: 38 kg_x000D_
Gender: born male transformed into female_x000D_
School Grade: finished school for more than 2 years, entered Jr high school as a female_x000D_
Interests: Video Games, sleeping late",1244,Trickster,"{""hp"": 67, ""atk"": 78, ""mag"": 88, ""vit"": 71, ""spr"": 76, ""int"": 76, ""spd"": 118, ""lck"": 129}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,177059,Nemu Fujimi,Oniichan wa Oshimai!,51678,Anime,1,https://cdn.myanimelist.net/images/characters/16/506026.jpg,"Age: 13_x000D_
Birthday: December_x000D_
Interest: sleeping_x000D_
_x000D_
Nemu Fujimi is a middle school girl who so far in the manga has not said a single word.",30,Ally,"{""hp"": 88, ""atk"": 91, ""mag"": 86, ""vit"": 93, ""spr"": 91, ""int"": 88, ""spd"": 90, ""lck"": 87}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,225132,Nodoka Fushimi,Oniichan wa Oshimai!,51678,Anime,1,https://cdn.myanimelist.net/images/characters/10/506025.jpg,,1,Ally,"{""hp"": 92, ""atk"": 91, ""mag"": 87, ""vit"": 92, ""spr"": 89, ""int"": 90, ""spd"": 88, ""lck"": 94}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,170094,Momiji Hozuki,Oniichan wa Oshimai!,51678,Anime,2,https://cdn.myanimelist.net/images/characters/10/495696.jpg,,57,Samurai,"{""hp"": 96, ""atk"": 118, ""mag"": 55, ""vit"": 96, ""spr"": 67, ""int"": 65, ""spd"": 113, ""lck"": 90}","{""Mage"": ""C"", ""Attacker"": ""B"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""fire""]","{""fire"": ""resist"", ""water"": ""weak"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,170097,Kaede Hozuki,Oniichan wa Oshimai!,51678,Anime,2,https://cdn.myanimelist.net/images/characters/14/495695.jpg,"Birthday: September 12_x000D_
Blood Type: A_x000D_
_x000D_
She is a gyaru and one of Mihari's friends. They were classmates when they were in junior high.",74,Ally,"{""hp"": 90, ""atk"": 92, ""mag"": 87, ""vit"": 90, ""spr"": 92, ""int"": 91, ""spd"": 91, ""lck"": 87}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,225127,Yuriko Kitahara,Oniichan wa Oshimai!,51678,Anime,1,https://cdn.myanimelist.net/images/characters/12/503559.jpg,,5,Ally,"{""hp"": 96, ""atk"": 90, ""mag"": 94, ""vit"": 91, ""spr"": 91, ""int"": 87, ""spd"": 92, ""lck"": 90}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,170090,Miyo Murosaki,Oniichan wa Oshimai!,51678,Anime,2,https://cdn.myanimelist.net/images/characters/5/495694.jpg,,41,Sage,"{""hp"": 74, ""atk"": 64, ""mag"": 98, ""vit"": 63, ""spr"": 122, ""int"": 126, ""spd"": 89, ""lck"": 88}","{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,226575,Miyako Nagase,Oniichan wa Oshimai!,51678,Anime,1,https://cdn.myanimelist.net/images/characters/5/506031.jpg,,8,Ally,"{""hp"": 92, ""atk"": 88, ""mag"": 85, ""vit"": 87, ""spr"": 88, ""int"": 90, ""spd"": 90, ""lck"": 86}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,225934,Raika Nanami,Oniichan wa Oshimai!,51678,Anime,1,https://cdn.myanimelist.net/images/characters/16/509712.jpg,,2,Ally,"{""hp"": 90, ""atk"": 87, ""mag"": 89, ""vit"": 91, ""spr"": 90, ""int"": 90, ""spd"": 93, ""lck"": 93}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,225129,Mari Nishinomiya,Oniichan wa Oshimai!,51678,Anime,1,https://cdn.myanimelist.net/images/characters/15/503561.jpg,,1,Ally,"{""hp"": 88, ""atk"": 91, ""mag"": 94, ""vit"": 85, ""spr"": 86, ""int"": 87, ""spd"": 94, ""lck"": 88}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,170091,Asahi Ouka,Oniichan wa Oshimai!,51678,Anime,2,https://cdn.myanimelist.net/images/characters/4/495697.jpg,,67,Physical Attacker,"{""hp"": 99, ""atk"": 128, ""mag"": 62, ""vit"": 100, ""spr"": 70, ""int"": 61, ""spd"": 127, ""lck"": 94}","{""Mage"": ""F"", ""Attacker"": ""C"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,225134,Satsuki Takada,Oniichan wa Oshimai!,51678,Anime,1,https://cdn.myanimelist.net/images/characters/8/506029.jpg,,1,Ally,"{""hp"": 83, ""atk"": 87, ""mag"": 91, ""vit"": 86, ""spr"": 88, ""int"": 93, ""spd"": 87, ""lck"": 88}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,7373,Holo,Ookami to Koushinryou: Merchant Meets the Wise Wolf,51122,Anime,3,https://cdn.myanimelist.net/images/characters/15/319492.jpg,"Age: Unknown_x000D_
Height: 160 cm_x000D_
Weight: 43 kg_x000D_
_x000D_
Holo is a wolf harvest deity originally from a land in the north known as Yoitsu. She made a promise with men from a town called Pasloe where she would ensure the town would have good wheat harvests year after year. However, as time went on, the townspeople slowly started to forsake Holo and did not rely on her as they once did. As such, Holo escapes from town in Lawrence's wagon and started traveling with him to see how much the world has changed since she has been in Pasloe. Holo has chosen the form of a girl younger than Lawrence, though she still retains her large white-tipped wolf tail, and ears. Her true form is that of a very large wolf which many people revered and feared._x000D_
_x000D_
She refers to herself as the ""Wise Wolf of Yoitsu"" (ヨイツの賢狼). She is typically very haughty and self-sufficient, though due to her isolation for hundreds of years in Pasloe, she gradually feels very lonely, and sometimes shows a more fragile side of herself. She relies on Lawrence for company as she fears loneliness, which is something that Lawrence is very aware of and tries to comfort her in his own way. Holo is also very aware of the different time spans that she and Lawrence have, as a human lifespan is like a blink of an eye for her kind. Holo is quite scared of that fact, but hides it with jokes. She has a peculiar way of speaking, modeled after that of the oiran high-class courtesans. She is fond of delicious food and alcohol, but especially loves apples. She takes pride in her tail and takes special care of it, constantly combing and maintaining it._x000D_
_x000D_
Note: Concerning the spelling of Holo's name, Yen Press has stated that they ""were instructed that the proper spelling of the character's name is indeed Holo"" by the Japanese licensor.",28897,Sage,"{""hp"": 77, ""atk"": 74, ""mag"": 110, ""vit"": 75, ""spr"": 131, ""int"": 162, ""spd"": 114, ""lck"": 130}","{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""A"", ""Debuffer"": ""A"", ""Defender"": ""C"", ""Specialist"": ""B""}","[""nature"", ""earth""]","{""fire"": ""weak"", ""water"": ""neutral"", ""earth"": ""resist"", ""wind"": ""neutral"", ""nature"": ""resist"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,140071,Myuuri,Ookami to Koushinryou: Merchant Meets the Wise Wolf,51122,Anime,2,https://cdn.myanimelist.net/images/characters/8/323755.jpg,,57,Druid,"{""hp"": 74, ""atk"": 63, ""mag"": 82, ""vit"": 75, ""spr"": 125, ""int"": 123, ""spd"": 90, ""lck"": 104}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""nature""]","{""fire"": ""weak"", ""water"": ""neutral"", ""earth"": ""resist"", ""wind"": ""neutral"", ""nature"": ""resist"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,19671,Dian Rubens,Ookami to Koushinryou: Merchant Meets the Wise Wolf,51122,Anime,1,https://cdn.myanimelist.net/images/characters/10/555751.jpg,"Dian, who first appears in volume three of the novels, is an alchemist. She is in the process of chronicling pagan tales and beliefs so as to print them in books. She carries information about Holo's birthplace Yoitsu. Dian's name sounds very masculine, so she asks Lawrence to call her ""Diana"".",27,Alchemist,"{""hp"": 77, ""atk"": 58, ""mag"": 107, ""vit"": 71, ""spr"": 117, ""int"": 134, ""spd"": 92, ""lck"": 82}","{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","[""neutral""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}"
mal,154807,Elsa Schtingheim,Ookami to Koushinryou: Merchant Meets the Wise Wolf,51122,Anime,1,https://cdn.myanimelist.net/images/characters/3/562994.jpg,Elsa Schtingheim appears for the first time in Volume 4 and manages the church in the village of Tereo.,7,Healer,"{""hp"": 69, ""atk"": 64, ""mag"": 66, ""vit"": 72, ""spr"": 100, ""int"": 99, ""spd"": 71, ""lck"": 78}","{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","[""light""]","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}"
