mal_id,name,name_kanji,nicknames,about,image_url,favorites,series_type,series_mal_id
134197,Split-Chinned Kid,アゴの割れたガキ,Cleft Chin,Grandson of the founder of the Hero Association.,https://cdn.myanimelist.net/images/characters/3/293986.jpg,34,anime,30276
86039,Spring Mustachio,バネヒゲ,,"Spring Mustachio (バネヒゲ, Banehige) is the A-Class Rank 33 professional hero of the Hero Association.

Rank: Class A, 33
First appearance: chapter 20",https://cdn.myanimelist.net/images/characters/13/294846.jpg,11,anime,30276
86033,Stinger,スティンガー,,"Occupation: Superhero
Level: A-Class; Rank 11
Debut: Chapter 23",https://cdn.myanimelist.net/images/characters/8/295550.jpg,4,anime,30276
134199,Subterranean King,地底王,,"Race: Mysterious Being
Age: Unknown
Gender: Male
Location: Under the earth's crust
Abilities: Superhuman Strength 
Weapons: Lava Swords
Affiliation: Mother Earth
Debut: Chapter 4/Episode 1

The Subterranean King is the king of the Subterranean People. He led his people from below the surface to conquer the area on it.

(Source: One-Punch-Man Wikia)",https://cdn.myanimelist.net/images/characters/16/293983.jpg,1,anime,30276
134200,Subterraneans,地底人,,"Race: Mysterious Being
Age: Unknown
Gender: Unknown
Location: Under the earth's crust
Abilities: Immense Strength
Affiliation: Mother Earth
Debut: Chapter 4/Episode 1

The Subterranean People are the self-proclaimed ""True People of the Earth"". They are ruled by the Subterranean King and live under the earth's crust, but grew too numerous in numbers and planned to take over the surface. 

(Source: One-Punch-Man Wikia)",https://cdn.myanimelist.net/images/characters/7/293982.jpg,1,anime,30276
134198,Super Custom YO649Z Mk. II,バリカスタムよ649ZマークⅡ,,,https://cdn.myanimelist.net/images/characters/6/295933.jpg,2,anime,30276
127447,Superalloy Darkshine,超合金クロビカリ,,"Race: Human
Occupation: Superhero
Level: S-Class; Rank: 11
Affiliation: The Heroes Association
Debut: Chapter 29

Superalloy Blackluster is a large, bald man with round eyes and a defined jawline. He is very muscular, with a thick neck, large and well-defined pectoral and abdominal muscles and large, muscular arms.

He seems to be a vain person, as seen when he was sitting at a meeting with other S-Class heroes, he wondered whether everyone's eyes were glued to his body and whether or not he was the shiniest person in the room.

(Source: One Punch-Man Wiki)",https://cdn.myanimelist.net/images/characters/4/296465.jpg,25,anime,30276
86031,Sweet Mask,イケメン仮面アマイマスク,,"Race: Human
Age: 24
Height: 181 cm (5'11"")
Occupation: Superhero, Model, Actor, Singer
Level: A-Class; Rank 1
Affiliation: Hero Association

Amai Mask is the top hero of A-Class, as well as the most popular one in the world. He chooses not to advance to S-Class so as not to allow weaklings to rank up. Despite his good looking appearance, Amai Mask is very powerful and strong enough to put him in S-Class.

Besides his combat abilities, Amai Mask is a talented actor and singer.

(Source: One Punch-Man Wiki)",https://cdn.myanimelist.net/images/characters/2/294850.jpg,49,anime,30276
81941,Tanktop Black Hole,,,"Race: Human
Alias: Tanktop Black Hole
Gender: Male
Occupation: Superhero
Level: B-Class
Affiliation: The Heroes Association
Partner: Tanktop Tiger
Debut: Chapter 22

Tanktop Black Hole is a B-Class hero and the older brother of Tanktop Tiger.

Appearance: Tanktop Black Hole is a large, well built man with short black hair. He wears a very simple costume of pants and a black tanktop.

Personality: Tanktop Black Hole has a rather confident and stubborn personality. He refuses to believe a C-Class hero could ever be capable of destroying the meteor. He is also a rather charismatic person, shown by his ability to bend a crowd to his will.

(Source: One Punch-Man Wikia)",https://cdn.myanimelist.net/images/characters/3/295935.jpg,2,anime,30276
127450,Tanktop Master,タンクトップマスター,,"Race: Human
Occupation: Superhero
Level: S-Class; Rank: 14
Affiliation: The Heroes Association
Debut: Chapter 29

Much like the other heroes with the Tanktop motif, Tanktop Tiger and Tanktop Black Hole, Tanktop Master is a muscular man with a tanktop and short hair. However, unlike the other Tanktop heroes, no known color is associated with Tanktop Master's name. In the first anniversary color spread of the manga, he is shown with blonde hair and a blue tank top.

Tanktop Master has a chivalrous nature, which can be seen when he noted that even if Tornado is ranked 2nd, he should not let a ""little girl"" handle dangerous enemies on her own, despite the fact that Tornado is actually an adult. He is also unafraid to admit defeat, for example, when he was outclassed by Tornado during the encounter of Dark Matter Thieves' aircraft.

(Source: One Punch-Man Wiki)",https://cdn.myanimelist.net/images/characters/9/337260.jpg,9,anime,30276
81939,Tanktop Tiger,タンクトップタイガー,,"Race: Human
Occupation: Superhero
Level: C-Class; Rank: 6
Affiliation: The Heroes Association
Debut: chapter 19

Tanktop Tiger is a C-Class superhero, rank 6, and the younger brother of Tanktop Black Hole.

Tanktop Tiger is a large, muscular man who has tiger stripes running through his hair and eyebrows. He wears a tiger stripped tanktop. He is especially loud and obnoxious. He is confident in his own power and looks down upon superhero newbies, making him quite arrogant and hostile.

(Source: One Punch-Man Wikia)",https://cdn.myanimelist.net/images/characters/7/295905.jpg,7,anime,30276
81929,Tatsumaki,戦慄のタツマキ,Terrible Tornado,"Race: Human (Esper)
Age: 28
Abilities: Psychokinesis
Occupation: Superhero
Level: S-Class; Rank: 2
Affiliation: Hero Association
Relatives: Fubuki (Younger sister)

Tatsumaki is the S-Class, Rank 2 superhero and the older sister of Fubuki.

Tatsumaki is a petite woman, commonly mistaken for being much younger than she really is. She has a youthful face with wide emerald green eyes and hair that curls up on the ends. She wears a formfitting black dress with long sleeves and four high-cut leg slits that show off her legs and low-heeled black shoes.

Being the second ranked S-Class hero, Tatsumaki is very powerful. She is one of the most powerful heroes and the most powerful esper alive. Fubuki describes her as a monster much like Amai Mask, who chooses not to advance from A-Class to S-Class to not allow weaklings to rank up. Even after witnessing Saitama's display of power in the fight against her, Fubuki is convinced that Saitama is nowhere near her older sister in terms of strength and fighting ability.

(Source: One Punch-Man Wiki)",https://cdn.myanimelist.net/images/characters/3/543830.jpg,4013,anime,30276
134103,Vaccine Man,ワクチンマン,,"Vaccine Man is a creature born due to the massive pollution released across the Earth by human beings. According to him, he was created as an incarnation of nature's wrath, meant to wipe out humanity and thus effectively vaccinate the earth against future infections. He is the first enemy faced by Saitama shown in OnePunch-Man.",https://cdn.myanimelist.net/images/characters/8/293987.jpg,9,anime,30276
86027,Watchdog-man,番犬マン,,"Race: Human
Age: Unknown
Location: Q-City
Occupation: Superhero
Level: S-Class; Rank: 12
Affiliation: The Heroes Association
Debut: Chapter 20

Watchdog-man is a young man of average height and weight. He has a blank and uninterested look on his face and dresses himself in a full-body dog suit, with his face showing where the dog's mouth should be.

(Source: One Punch-Man Wiki)",https://cdn.myanimelist.net/images/characters/10/294845.jpg,147,anime,30276
134796,Zeniru,ゼニール,,,https://cdn.myanimelist.net/images/characters/4/293993.jpg,1,anime,30276
127454,Zombieman,ゾンビマン,,"Race: Human
Occupation: Superhero
Level: S-Class; Rank: 8
Affiliation: The Heroes Association
Debut: Chapter 29

Zombieman is a young man with scruffy, black hair, red eyes, thin eyebrows and a pale complexion. He wears a worn out, open coat over his black shirt.


(Source: One Punch-Man Wiki)",https://cdn.myanimelist.net/images/characters/9/295004.jpg,286,anime,30276
161358,Mihari Oyama,緒山 みはり,,"Birthday: April 22
Blood Type: AB

The little sister of Mahiro, the girl responsible for her older brother's transformation to a girl. She keeps a lookout on him and supervise him on his new life as a girl.",https://cdn.myanimelist.net/images/characters/5/495693.jpg,199,anime,51678
161357,Mahiro Oyama,緒山 まひろ,Mahiron,"The protagonist of Onii-chan wa Oshimai. He was turned into a girl thanks to his little sister by drugging him.

Age: Around 20
Birthday: March 6th
Blood Type: O
Height: 144 cm
Weight: 38 kg
Gender: born male transformed into female
School Grade: finished school for more than 2 years, entered Jr high school as a female
Interests: Video Games, sleeping late",https://cdn.myanimelist.net/images/characters/15/413882.jpg,1244,anime,51678
177059,Nemu Fujimi,富士見 ねむ,,"Age: 13
Birthday: December
Interest: sleeping

Nemu Fujimi is a middle school girl who so far in the manga has not said a single word.",https://cdn.myanimelist.net/images/characters/16/506026.jpg,30,anime,51678
225132,Nodoka Fushimi,伏見 のどか,,,https://cdn.myanimelist.net/images/characters/10/506025.jpg,1,anime,51678
170094,Momiji Hozuki,穂月 もみじ,,,https://cdn.myanimelist.net/images/characters/10/495696.jpg,57,anime,51678
170097,Kaede Hozuki,穂月 かえで,,"Birthday: September 12
Blood Type: A

She is a gyaru and one of Mihari's friends. They were classmates when they were in junior high.",https://cdn.myanimelist.net/images/characters/14/495695.jpg,74,anime,51678
225127,Yuriko Kitahara,北原 ゆりこ,,,https://cdn.myanimelist.net/images/characters/12/503559.jpg,5,anime,51678
224001,Leonardo,レオナルド,,,https://cdn.myanimelist.net/images/characters/6/501552.jpg,10,anime,51678
170090,Miyo Murosaki,室崎 美夜,,,https://cdn.myanimelist.net/images/characters/5/495694.jpg,41,anime,51678
226575,Miyako Nagase,長瀬 みやこ,,,https://cdn.myanimelist.net/images/characters/5/506031.jpg,8,anime,51678
225934,Raika Nanami,七海 来夏,,,https://cdn.myanimelist.net/images/characters/16/509712.jpg,2,anime,51678
225129,Mari Nishinomiya,西宮 まり,,,https://cdn.myanimelist.net/images/characters/15/503561.jpg,1,anime,51678
170091,Asahi Ouka,桜花 朝日,,,https://cdn.myanimelist.net/images/characters/4/495697.jpg,67,anime,51678
225130,Yuuta Sakurada,桜田 ゆうた,,,https://cdn.myanimelist.net/images/characters/14/503562.jpg,2,anime,51678
225131,Minato Senkawa,千川 み なと,,,https://cdn.myanimelist.net/images/characters/11/503563.jpg,5,anime,51678
225134,Satsuki Takada,高田 さつき,,,https://cdn.myanimelist.net/images/characters/8/506029.jpg,1,anime,51678
7373,Holo,ホロ,The Wise Wolf of Yoitsu|Horo,"Age: Unknown
Height: 160 cm
Weight: 43 kg

Holo is a wolf harvest deity originally from a land in the north known as Yoitsu. She made a promise with men from a town called Pasloe where she would ensure the town would have good wheat harvests year after year. However, as time went on, the townspeople slowly started to forsake Holo and did not rely on her as they once did. As such, Holo escapes from town in Lawrence's wagon and started traveling with him to see how much the world has changed since she has been in Pasloe. Holo has chosen the form of a girl younger than Lawrence, though she still retains her large white-tipped wolf tail, and ears. Her true form is that of a very large wolf which many people revered and feared.

She refers to herself as the ""Wise Wolf of Yoitsu"" (ヨイツの賢狼). She is typically very haughty and self-sufficient, though due to her isolation for hundreds of years in Pasloe, she gradually feels very lonely, and sometimes shows a more fragile side of herself. She relies on Lawrence for company as she fears loneliness, which is something that Lawrence is very aware of and tries to comfort her in his own way. Holo is also very aware of the different time spans that she and Lawrence have, as a human lifespan is like a blink of an eye for her kind. Holo is quite scared of that fact, but hides it with jokes. She has a peculiar way of speaking, modeled after that of the oiran high-class courtesans. She is fond of delicious food and alcohol, but especially loves apples. She takes pride in her tail and takes special care of it, constantly combing and maintaining it.

Note: Concerning the spelling of Holo's name, Yen Press has stated that they ""were instructed that the proper spelling of the character's name is indeed Holo"" by the Japanese licensor.",https://cdn.myanimelist.net/images/characters/15/319492.jpg,28897,anime,51122
7374,Kraft Lawrence,クラフト・ロレンス,,"Age: 25
Height: 178 cm (5' 10'')
Weight: 60 kg

Kraft Lawrence, who chiefly goes by his surname, is a twenty-five-year-old traveling peddler who goes from town to town buying and selling various things in order to make a living. When he was twelve, he became an apprentice to a merchant relative, and set out on his own at eighteen. His goal in life is to gather enough money to start his own shop, and he has already been traveling for seven years while gaining experience in the trade. He meets Holo one night and eventually agrees to her traveling with him. She helps him by providing her wisdom which helps to increase his profits and get him out of jams.

Lawrence usually goes by his surname, only some who have known him for a long time, like Jakob Tarantino, the master of his guild, call him by his first name Kraft in the novel.",https://cdn.myanimelist.net/images/characters/11/545222.jpg,1800,anime,51122
19670,Fermi Amati,フェルミ・アマーティ,,"Fermi makes his first appearance in volume three of the novels. He is a young man who works as a fish broker.


(Source: Wikipedia)",https://cdn.myanimelist.net/images/characters/7/557725.jpg,3,anime,51122
7376,Norah Arendt,ノーラ・アレント,The Fairy,"A blonde shepherd girl employed by the church in Lubinhagen. As a protector from the wolves, she accompanies Lawrence and his friends to Lubinheigen with her sheepdog Enek. She has a gentle and polite tone, but she is also skilled and intelligent enough to earn the respect of Holo as a shepherd. She really wants to be a tailor, and she needs union membership fees.",https://cdn.myanimelist.net/images/characters/3/55714.jpg,185,anime,51122
128524,Gi Batos,ギ・バトス,,"He is a middle aged man with a muscular build. He has brown eyes as well as brown hair with slight facial hair. His most pronounced feature however is his huge size. He easily is a foot taller than Lawrence.

Batos is a gentle giant and is quite polite to others. He has a bad reputation due to the fact he hangs with the alchemist in Kumersun who are not so popular. Like his friend Dian Rubsen, He as a fascination with old stories and legends. In his youth he traveled for a long time and eventually settled in Kumersun.   

(Source: Spice and Wolf Wikia)",https://cdn.myanimelist.net/images/characters/4/555750.jpg,1,anime,51122
23867,Marc Cole,マルク・コール,,,https://cdn.myanimelist.net/images/characters/2/554983.jpg,5,anime,51122
100601,Eu Lant,エウ・ラント,,"A boy who works in Mark's street stall. He is a quick worker who learned the fundamentals of trading and life from Mark.

(Source: AniDB)",https://cdn.myanimelist.net/images/characters/12/466257.jpg,1,anime,51122
128525,Marten Liebert,マーティン・リーベルト,,"Marten Liebert is a minor character in the first season. He is a business worker for Hans Lemerio. 

Marten is middle aged man around 30. He sports short blonde hair and a matching goatee. He is usually seen wearing a black cloak with his work attire and a dark beret. 

Not much is known about his personality.",https://cdn.myanimelist.net/images/characters/12/466237.jpg,2,anime,51122
24360,Marhait Liechten,リヒテン・マールハイト,,"Richten Marlheit (usually referred to as Marlheit) is the manager of the Milone Trading Company’s Pazzio branch and as such is a very shrewd and experienced merchant.

Marlheit is a middle-aged man with bespectacled blue-gray eyes and straight, medium-length blonde hair in a modified pageboy cut.

Though he shares the occasional lengthy joke, Marlheit is generally calm and rational, especially when confronting a crisis. His success as branch manager is partly due to these traits. The main reasons, however, are his ability to read people and his willingness to take risks when appropriate, as exemplified when he decides to help Lawrence despite knowing Holo’s true nature. Though his primary concern is with the success of his company, he is not an apathetic man, as he more than empathized with Lawrence's concern over Holo's capture, and therefore satisfied both halves of his nature by concocting a plan in which he could both assist Lawrence and Holo while still covering his business interests.



(Source: Spice and Wolf Wiki)",https://cdn.myanimelist.net/images/characters/5/546745.jpg,12,anime,51122
140071,Myuuri,ミューリ,,,https://cdn.myanimelist.net/images/characters/8/323755.jpg,57,anime,51122
137350,Hans Remerio,ハンス・レメリオ,,"Hans Remerio  is the head of the Remerio Trading Company in Lubinheigen. Lawrence procures a large quantity of armor goods and visits Remerio, but when he arrives, the company entrance is extremely vacant and appears to be in trouble.",https://cdn.myanimelist.net/images/characters/13/396483.jpg,3,anime,51122
19671,Dian Rubens,ディアン・ルーベンス,Diana,"Dian, who first appears in volume three of the novels, is an alchemist. She is in the process of chronicling pagan tales and beliefs so as to print them in books. She carries information about Holo's birthplace Yoitsu. Dian's name sounds very masculine, so she asks Lawrence to call her ""Diana"".",https://cdn.myanimelist.net/images/characters/10/555751.jpg,27,anime,51122
154807,Elsa Schtingheim,エルサ・シュティングハイム,,Elsa Schtingheim appears for the first time in Volume 4 and manages the church in the village of Tereo.,https://cdn.myanimelist.net/images/characters/3/562994.jpg,7,anime,51122
137351,Jacob Tarantino,ヤコブ・タランティーノ,,"Jacob Tarantino is the head manager of the Rowen Trading Company in Lubinheigen, of which Lawrence is a member. He is a longtime merchant who considers all the members of Rowen Trading Company to be his children. He has known Lawrence since Lawrence was still learning to become a merchant, and he is the one who gave him the nickname ""Kraft.""",https://cdn.myanimelist.net/images/characters/6/396484.jpg,2,anime,51122
137911,Yarei,ヤレイ,,Yarei is a character from the Spice and Wolf series. His role was replaced by Chloe in the original anime.,https://cdn.myanimelist.net/images/characters/9/544171.jpg,1,anime,51122
17825,Zheren,ゼーレン,,"Zheren is a traveling merchant similar to Kraft Lawrence.

Zheren is a young man with brown hair and eyes and a distinctive missing upper tooth. He is usually depicted with his eyes closed and a nervous, shy smile on his lips. Whether his awkward, somewhat blunt persona belies actual inexperience or is merely a front for luring his targets remains unknown.



(Source: Spice and Wolf Wiki)",https://cdn.myanimelist.net/images/characters/6/544766.jpg,1,anime,51122
24544,Kirino Kousaka,高坂 桐乃,Kiririn,"Age: 14–16
Birthday: April 8
Height: 165 cm
Weight: 45 kg
Sizes: 82-54-81

Kirino is Kyosuke's 14-year-old younger sister. She is mature for her age with a cold, tsundere-like personality. She has a strong ""little sister"" fetish and owns many adult games with older brother/little sister themes, relying on a modeling job to pay for them. Despite this, she states she does not know why she started liking it, though it is suggested that she has a brother complex and is using the games as a surrogate to this. She often denies such feelings and believes the 2D and 3D worlds should be kept separate.

As a student, Kirino possesses a keen focus to studying and athletics. This attitude of hers when it comes to school activities has rewarded her with above-average marks, even as she enters the career of modeling. She developed a sort of perfectionist attitude due to becoming an overachiever, which eventually made her more prone to struggling when the odds are against her. When these moments come, however, she displays a more passive side.

Upon her initial interactions with Kyousuke, she demonstrates an attitude similar to a ""tsundere,"" with the bossy and abusive part more dominant. Although she maintains this attitude, she slowly tries to open up to her brother at times, reluctantly expressing gratitude on things that Kyousuke has done for her.",https://cdn.myanimelist.net/images/characters/8/101419.jpg,3658,anime,8769
24543,Kyousuke Kousaka,高坂 京介,Kyou-chan,"Age: 17
Height: 175cm
Weight: 60kg

Kyousuke is the seventeen-year-old main character. He describes himself as average: he has average grades, lives in an average family (upper-middle class with a father, mother and sister), and has average physical features. Currently, he attends an average high school with Manami (later, Kuroneko as well); he begins the story as a first-year, but he becomes a second-year during the events of the novel. As far as future plans, he intends to attend the same local university as his childhood friend, Manami.

At the beginning of the series, Kyousuke and his younger sister, Kirino, have a distant relationship. Kyousuke says that they entered a ""cold war"" of sorts a few years ago, but the details of this cold war have yet to be revealed. After years of coldness between the two, things suddenly change when Kyousuke finds one of Kirino's adult games and learns that she is an otaku. Through this, he tries to be a supportive older brother while realizing that he knows very little about his sister (for example, Kyousuke was oblivious to the fact that she was a model, a track star, and one of the top five students of the prefecture). Kyousuke feels somewhat belittled by Kirino's accomplishments, but he learns to take pride in her.

After discovering Kirino's secret hobbies, Kyousuke provides Kirino with ""life counseling"" at her request. During this ""life counseling,"" Kirino forces Kyousuke to play eroge. Kyousuke now considers himself to be a bit of an otaku and often refers to situations and people using otaku terms (e.g., flag events, tsundere, yandere). Trying to be a good brother, Kyousuke offers to accompany Kirino to her offline meet-up. This introduced him to Saori and Kuroneko; both of them have become his friends. Additionally, Kyousuke is friends with Manami, one of his childhood friends. Some of Kyousuke's classmates assume that Kyousuke and Manami are going out, but Kyousuke denies this. When Akagi asked Kyousuke if he would be okay if someone started dating Manami, Kyousuke said that he would be uncomfortable with the situation.

Kyousuke is a good-hearted character and is extremely loyal to his friends and Kirino. He's willing to take risks for them and help them at any cost. When Kuroneko started attending the same high school as Kyousuke, she was without any friends; however, Kyousuke joined the computer research club with her, despite being ignorant about anything concerning computers, in order for her to meet new friends. He has shown the same amount of concern for other friends as well as his sister on several occasions.",https://cdn.myanimelist.net/images/characters/15/101411.jpg,506,anime,8769
38035,Kouhei Akagi,赤城 浩平,,Kouhei is one of Kyousuke's classmates. He prods Kyousuke about his relationship with Manami.,https://cdn.myanimelist.net/images/characters/15/103817.jpg,4,anime,8769
116415,Alpha Omega,アルフア・オメガ,Al-chan,"Alpha Omega is the character that Bridget Evans cosplays as. She is Meruru's companion in Kirino's favorite anime, Stardust Witch Meruru.

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/4/264549.jpg,2,anime,8769
37302,Ayase Aragaki,新垣 あやせ,,"Age: 14-15
Birthday: May 2nd
Zodiac: Leo
Blood Type: A
Height: 166 cm
Weight: 44 kg
Measurements: 80/56/83

Ayase is Kirino's friend and classmate who works as a model alongside her and is also her best friend. Ayase is a friendly, nice, and refined lady, but becomes agitated and somewhat violent at the thought that she is being lied to, which she hates above all else. She tends to believe what she sees on the news. Therefore, she disapproves of anime and manga, calling it a disgusting hobby, especially eroge, due to the media portrayal that otaku will eventually become criminals. Originally she had a simple crush on Kyosuke, thinking of him as Kirino's caring brother. That all changed when she finds out of Kirino's otaku hobby and how he was aware of it and helps support it. She later refers to Kyosuke when she needs to talk about Kirino and her hobby, even asking for his help in making up with Kirino. However, she still dislikes him, believing him to be the reason for Kirino being an otaku. She is also friends with Manami and even exchanged numbers with her.",https://cdn.myanimelist.net/images/characters/10/117839.jpg,1755,anime,8769
41995,Comet-kun,こめっとくん,,"Meruru's bunny-like fairy mascot. Apparently, he is considered ugly in his homeworld, but cute on Earth, so he likes to put on an act of cuteness for Earthling enjoyment",https://cdn.myanimelist.net/images/characters/16/264913.jpg,3,anime,8769
117381,Thanatos Eros,タナトス・エロス,,"The main antagonist of Kirino's favorite anime, Stardust Witch Meruru

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/9/266335.jpg,1,anime,8769
38695,Bridget Evans,ブリジット・エヴァンス,,"Height: 151cm
Weight: 43kg
Three Sizes: B76/W59/H79

She is a 10-year-old girl from England, who initially gets popular with her cosplaying video on Nico Nico Douga and eventually wins the championship of the 1st Stardust Witch Meruru Cosplay Contest by playing Alpha Omega.",https://cdn.myanimelist.net/images/characters/5/106195.jpg,25,anime,8769
31008,Ruri Gokou,五更 瑠璃,Kuroneko|Shironeko|Kamineko|Yamineko,"Age: 15-16
Birthday: April 20
Height: 160cm (the original initial setting), 155cm (animation)
Weight: 43 kg
BWH: 77-53-80

Ruri Gokou—perhaps better known as her alter-ego Kuroneko (“Black Cat”)—is a member of the All Together, Otaku Girls online community that Saori manages. She goes to an offline meet-up where she meets both Saori and Kirino in person. Like Kirino, she remains aloof during this meeting, and it isn't until after the meeting at Saori's post-gathering that she is formally introduced. Kuroneko is a fan of teenage fantasy anime and is sickened by cute anime, like Meruru. Naturally, this precipitates several arguments between Kirino and her, but they still manage to maintain a friendship despite their differences. Kuroneko is shown to care greatly for her friends despite her cold attitude towards people of “the mortal world.”

Kuroneko is known for her dark clothing and scarlet eyes. She cosplays daily in gothic lolita clothing similar to those worn on her favorite anime, Maschera ~Lamentation of the Fallen~. However, it is revealed that scarlet isn't her real eye color; she just wears contacts (her real irises are lavender). She writes doujinshi and novels, but none of her works are popular. Kuroneko is very intelligent and has a large vocabulary, making her works too sophisticated for the average reader.",https://cdn.myanimelist.net/images/characters/9/101412.jpg,6714,anime,8769
38474,Tamaki Gokou,五更 珠希,,"This is Kuroneko's little sister. She looks up to Kuroneko not understanding Kuroneko's hobbies. She is a fan of Meruru. Kuroneko seems to like her sister a lot. She has another older sister, Hinata. (the middle child).",https://cdn.myanimelist.net/images/characters/6/264407.jpg,6,anime,8769
116445,Kurara Hoshino,星野 くらら,,"Kurara is the seiyuu of Kirino's favorite anime character, Meruru. She also serves as an emcee in Merurup-related events.",https://cdn.myanimelist.net/images/characters/11/264683.jpg,2,anime,8769
38706,Kirara Hoshino,星野 きらら,,Kirara Hoshino is a members of the dissolved otaku community Pretty Garden. She works at a maid cafe in Akihabara. Her sister voices Meruru's seiyuu in the anime.,https://cdn.myanimelist.net/images/characters/13/264705.jpg,1,anime,8769
38414,Setsuna Fate Iori,伊織・F・刹那（いおり・フェイト・せつな）,,Fate-san works at a company called MediAscii which produces anime. She helped and guided Kirino in turning her novel into an anime. She is one-fourth Japanese.,https://cdn.myanimelist.net/images/characters/8/226065.jpg,1,anime,8769
37196,Daisuke Kousaka,高坂 大介,,"Father of Kyousuke and Kirino.

He has a job that is within the Japanese police department.

He holds a identical view of the public opinion that Otakus are bad for society. Leading to eventual argument between himself and Kirino upon finding out Kirino's hobby.

He pampers Kirino more than Kyousuke.",https://cdn.myanimelist.net/images/characters/7/102563.jpg,7,anime,8769
37195,Yoshino Kousaka,高坂 佳乃,,"Yoshino is the mother of Kyousuke and Kirino. Her role in the family is pretty neutral; however, she often takes Kirino's side when arguing with her husband, Kousaka Daisuke. She has a rather sarcastic yet playful personality. She enjoys making fun of Kyousuke, especially concerning his porn collection. Kyousuke suspects that she goes through his porn collection checking for new additions every time she cleans his room. However, she doesn't seem to mind that Kyousuke owns porn; in fact, she finds it somewhat amusing.

She will always cook curry rice for lunch and dinner. Kyousuke finds it strange having almost curry rice every day of the week. Probably, it is the easiest dish to cook.",https://cdn.myanimelist.net/images/characters/10/102460.jpg,5,anime,8769
37303,Kanako Kurusu,来栖 加奈子,Kanakana,"Age: 14 
Height: 148 cm
Weight: 39 kg

Kanako is Kirino's classmate and friend. She has a ""loli body"" (as Kyousuke describes her) and a childish temperament to accompany it. Kanako demands praise from others; when she receives praise, she absolutely melts, but she has a fiery temper otherwise.

Kanako likes to sing and dance (she can memorize songs upon hearing them once). Fittingly, her dream is to become an idol. She was tricked into cosplaying as Meruru for a contest (thus winning Kirino a prize) and has been contracted to appear as Meruru for special events. Unlike Kirino, Kanako hates otakus; however, she loves having fans—even if they are ""disgusting"".",https://cdn.myanimelist.net/images/characters/2/103830.jpg,75,anime,8769
31844,Saori Makishima,槇島 沙織,Saori Bajeena,"Age: 15
Height: 180 cm
Weight: 61 kg
Three sizes: B88-W61-H89

One of Kirino's otaku friends. She is a tall, bespectacled girl dressed in otaku fashion. Her alias Bajeena is a clear reference to Quattro Bajeena from Zeta Gundam.

She is the moderator for the 'Otaku Girls Unite' Community.",https://cdn.myanimelist.net/images/characters/12/102464.jpg,190,anime,8769
37596,Meruru,メルル,,"The anime character which is Kirino's favorite. It started out as a PC Doujin game and soon developed for all ages on PC and so on...

The seiyuu known to voice for Meruru is Kurara Hoshino (character) in the anime.",https://cdn.myanimelist.net/images/characters/8/107653.jpg,43,anime,8769
38600,Miyabi,みやび,,"A character from one of Kirino's eroge. She has a mature, caring personality (in stark contrast to her twin sister's fiery temperament).",https://cdn.myanimelist.net/images/characters/6/105890.jpg,2,anime,8769
167504,Ran Miyamoto,宮本 蘭,,,https://cdn.myanimelist.net/images/characters/15/457217.jpg,1,anime,8769
117411,Queen of Nightmare,夜魔の女王,,"The Queen of Nightmare is the main antagonist of Maschera. Kuroneko's favorite anime. Kuroneko usually cosplays as this character.

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/15/266355.jpg,2,anime,8769
38601,Rinko,りんこ,,"A character from one of Kirino's eroge. She has a fiery, mercurial temperament. As Kirino puts it, she is 100% tsun and 0% dere. Her twin sister is Miyabi, who perfectly contrasts Rinko's temperament with her mature, caring personality.

Rinko is supposed to be a representation of Kirino (and Rinko's relationship with the main character of the eroge is symbolic of Kirino's relationship with Kyousuke).",https://cdn.myanimelist.net/images/characters/2/105891.jpg,1,anime,8769
117409,Shikkoku,漆黒,,"The dark hero of Maschera, Kuroneko's favorite anime. He is a manifestation of a contract between Lucifer (ルシファー) and a human named Shinya Kurusu (来栖真夜). The two personalities share the same body.

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",https://cdn.myanimelist.net/images/characters/6/266353.jpg,1,anime,8769
37912,Iwao Tamura,田村 いわお,Rock,"Manami's younger brother.

He has a fantasy of being a rock star, which was made fun by his grandfather.

He was also scammed by a barber to cut his hair ""monk"" style instead of getting a ""bald""head",https://cdn.myanimelist.net/images/characters/15/103816.jpg,1,anime,8769
38036,Grandfather Tamura,麻奈実の祖父,,"Manami's grandfather is a real joker and a young man in a old man's body.
Keeps joking about Kyousuke and Manami's relationship as friends and trying to push them more towards the lovey-dovey kind of relationship.",https://cdn.myanimelist.net/images/characters/2/103818.jpg,38,anime,8769
31007,Manami Tamura,田村 麻奈実,,"Age: 17
Height: 160 cm
Weight: 50 kg
B84 / W59 / H86

Manami is Kyousuke's classmate and childhood friend. She usually behaves in a pretty traditional mindset, which Kyousuke made fun of her by calling her 'grandma'. In return, Manami calls him 'grandpa'. Kyousuke would sometime drop by her house for studying.",https://cdn.myanimelist.net/images/characters/15/103692.jpg,262,anime,8769
