source_type,source_id,name,english_name,creator,media_type,image_link,genres,synopsis,favorites,members,score,processed_at
mal,59898,City The Animation,,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1981/149640l.jpg,Comedy|Gag Humor,"This town, is not just a normal town. There's laughter, love and emotional moments. An unpredictable ordinary life presented by the residents! Exciting stuffs come one after another. Welcome to CITY.

(Source: Prime Video)",223,56271,7.9,
mal,2167,Clannad,Clannad,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1804/95033l.jpg,Drama|Romance|School,"Tomoya Okazaki is a delinquent who finds life dull and believes he'll never amount to anything. Along with his friend Youhei Sunohara, he skips school and plans to waste his high school days away.

One day while walking to school, Tomoya passes a young girl muttering quietly to herself. Without warning she exclaims ""Anpan!"" (a popular Japanese food) which catches Tomoya's attention. He soon discovers the girl's name is Nagisa Furukawa and that she exclaims things she likes in order to motivate herself. Nagisa claims they are now friends, but Tomoya walks away passing the encounter off as nothing.

However, Tomoya finds he is noticing Nagisa more and more around school. Eventually he concedes and befriends her. Tomoya learns Nagisa has been held back a year due to a severe illness and that her dream is to revive the school's drama club. Claiming he has nothing better to do, he decides to help her achieve this goal along with the help of four other girls.

As Tomoya spends more time with the girls, he learns more about them and their problems. As he attempts to help each girl overcome her respective obstacle, he begins to realize life isn't as dull as he once thought.

[Written by MAL Rewrite]",28248,1476698,7.99,
mal,4181,Clannad: After Story,Clannad: After Story,"{""studio"": ""Kyoto Animation""}",anime,https://cdn.myanimelist.net/images/anime/1299/110774l.jpg,Drama|Romance,"Tomoya Okazaki and Nagisa Furukawa have graduated from high school, and together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.

Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose.

[Written by MAL Rewrite]",72449,1254817,8.93,
mal,35756,Comic Girls,,"{""studio"": ""Nexus""}",anime,https://cdn.myanimelist.net/images/anime/1444/140760l.jpg,Slice of Life|CGDCT|Otaku Culture,"Kaoruko ""Chaos"" Moeta is a young manga artist who is down on her luck. She wants to draw manga about high school girls, but her storyboards are bland, her art uninspired, and her premises weak. Her concerned, exasperated editor comes up with an idea: push Chaos to be more social. So, by her recommendation, Chaos moves into a dormitory for female manga artists. She soon meets the other residents: Tsubasa Katsuki, a shounen manga artist; Ruki Irokawa, who draws erotic manga popular with women; and Koyume Koizuka, a shoujo artist who, like Chaos, has yet to be serialized. Quickly striking up a friendship with these girls, Chaos finds new inspiration for her manga and continues to grow her creativity.

Comic Girls is a showcase of the daily lives of these manga artists. Will Chaos finally be able to make her debut and become serialized? None of the girls know, but they will all do their best to help each other become the best artists they can be.

[Written by MAL Rewrite]",723,149379,7.36,
mal,52709,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",Can a Boy-Girl Friendship Survive?,"{""studio"": ""J.C.Staff""}",anime,https://cdn.myanimelist.net/images/anime/1429/150067l.jpg,Comedy|Romance|School,"Yuu Natsume met Himari Inuzuka in middle school while trying to sell his accessories made with preserved flowers. When Yuu told her about his dream to open a shop to sell his creations, Himari decided to help him. Now, in their second year of high school, Yuu sells his accessories online thanks to Himari modeling and promoting them. As Yuu's best friend, Himari declares that if his ambition does not come to fruition by the time they turn thirty, she will have to marry him herself.

Then, Yuu meets Rin Enomoto, a girl wearing one of his first designs. Yuu and Rin met as children years ago, and she was his first love. Himari pushes them together, hoping to help Yuu out of his creative slump and find a wife for him in the process. For the first time, another person understands Yuu's talent and wants to be friends with him. As Rin and Yuu get closer, however, Himari struggles to keep her feelings for her best friend in check.

[Written by MAL Rewrite]",665,127349,6.6,
mal,56894,Dragon Ball Daima,Dragon Ball Daima,"{""studio"": ""Toei Animation""}",anime,https://cdn.myanimelist.net/images/anime/1723/145231l.jpg,Action|Adventure|Comedy|Fantasy|Martial Arts,"After saving the world from the destructive might of Majin Buu, Gokuu Son and his allies look forward to a well-earned rest. However, unbeknownst to them, their battle was recorded and observed by Gomah, an evil being who assumes the title of King in the Demon Realm, filling the void left behind with the death of former ruler Dabura.

At Gomah's side is Degesu, the younger brother of Higashi no Kaioshin, a being who lords over the universe. Jealous of his brother's power, Degesu works alongside Gomah to steal Earth's Dragon Balls and preemptively subdue any potential future enemies. Calling upon the power of the legendary dragon Shenron, Gomah wishes for Gokuu and his friends to be reverted into children, intending to rob them of the limitless power that defeated Buu. With Earth's greatest warriors shrunken down, Gomah abducts Dende, the planet's acting god.

But Gokuu refuses to be set back by his new body, working to master his younger form to fight as proficiently as he could as an adult. Joined by Kaioshin and Glorio—a mysterious but seemingly rebellious demon—Gokuu pursues Gomah to the Demon Realm in order to rescue Dende and restore his friends to their natural ages.

[Written by MAL Rewrite]",898,122314,7.62,
mal,51417,Engage Kiss,Engage Kiss,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/1549/125495l.jpg,Action|Comedy|Romance|Love Polygon,"Bayron City, a pioneering metropolis built on a newly discovered energy source, promises every citizen a luxurious and comfortable lifestyle. In reality, young demon exterminator Shuu Ogata's life is far from extravagant. Despite running a private military business, he often struggles to make ends meet due to reckless expenses. Fortunately, Kisara, his demon partner, is more than eager to help Shuu with household matters—albeit a little too forcefully for his comfort.

The two work side by side, taking countermeasures against demon hazards, which stand as the biggest threats to the city. With danger lurking in the shadows, Shuu and Kisara strive to grant the town's safety; however, exterminating the possessed comes with a price unbeknownst to others.

[Written by MAL Rewrite]",1261,265052,6.79,
mal,32901,Eromanga-sensei,Eromanga Sensei,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/2/86468l.jpg,Comedy|Romance|Ecchi|Otaku Culture,"One year ago, Sagiri Izumi became step-siblings with Masamune Izumi. But the sudden death of their parents tears their new family apart, resulting in Sagiri becoming a shut-in which cut her off from her brother and society.

While caring for what's left of his family, Masamune earns a living as a published light novel author with one small problem: he's never actually met his acclaimed illustrator, Eromanga-sensei, infamous for drawing the most lewd erotica. Through an embarrassing chain of events, he learns that his very own little sister was his partner the whole time!

As new characters and challenges appear, Masamune and Sagiri must now face the light novel industry together. Eromanga-Sensei follows the development of their relationship and their struggle to become successful; and as Sagiri slowly grows out of her shell, just how long will she be able to hide her true persona from the rest of the world?

[Written by MAL Rewrite]",2759,753186,6.32,
mal,36792,Eromanga-sensei OVA,Eromanga Sensei OVA,"{""studio"": ""A-1 Pictures""}",anime,https://cdn.myanimelist.net/images/anime/1582/96343l.jpg,Comedy|Romance|Ecchi|Otaku Culture,"Yamada Elf's Love Song

As a novelist with works getting adapted into anime, Elf Yamada holds an event to celebrate her success and to thank everyone who had supported her. With her mother attending, she becomes more excited. However, just as her mother arrives, she tells Elf to go back home so that she can find a suitable husband. Elf, who harbors feelings for Masamune Izumi, chooses to say no…

Cooked Meals of Pure Love

Winter has come, and it's freezing outside. With her brother Masamune catching a cold, Sagiri Izumi decides to nurse her brother into good health by stepping outside the comfort of her room and doing the housework herself. 

[Written by MAL Rewrite]",191,120683,6.78,
mal,48997,Fantasy Bishoujo Juniku Ojisan to,Life with an Ordinary Guy who Reincarnated into a Total Fantasy Knockout,"{""studio"": ""OLM""}",anime,https://cdn.myanimelist.net/images/anime/1430/120065l.jpg,Adventure|Comedy|Fantasy|Isekai|Magical Sex Shift|Parody,"Since their days as students, Tsukasa Jinguuji has had incredible luck with women due to his good looks; Hinata Tachibana has had almost none, overshadowed by Jinguuji's brilliance. However, while Jinguuji has never shown interest in the opposite sex, Tachibana is always desperate for a girlfriend. Despite their polar differences, they continue to be best friends even in their thirties as salarymen. 

One night, the two are returning home from a mixer where Jinguuji was the center of attention as usual. In his drunken rambles, a frustrated Tachibana inadvertently wishes to become a beautiful girl with irresistible charm. As if the heavens were listening, a goddess suddenly shows herself before Jinguuji and Tachibana, transporting them to another world to defeat the Demon Lord and simultaneously granting Tachibana's desire.

Tachibana—now in the body of an impossibly perfect woman—has become so attractive that even Jinguuji is captivated. Moreover, Tachibana grows aware of Jinguuji's stunning appearance, finally understanding his popularity. Before they fall in love with each other, the duo must complete their mission or risk remaining prisoners to their infatuations forever.

[Written by MAL Rewrite]",852,198474,7.12,
mal,33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,Fate/stay night: Heaven's Feel - II. Lost Butterfly,"{""studio"": ""ufotable""}",anime,https://cdn.myanimelist.net/images/anime/1974/98158l.jpg,Action|Fantasy|Urban Fantasy,"The Fifth Holy Grail War continues, and the ensuing chaos results in higher stakes for all participants. Shirou Emiya continues to participate in the war, aspiring to be a hero of justice who saves everyone. He sets out in search of the truth behind a mysterious dark shadow and its murder spree, determined to defeat it.

Meanwhile, Shinji Matou sets his own plans into motion, threatening Shirou through his sister Sakura Matou. Shirou and Rin Toosaka battle Shinji, hoping to relieve Sakura from the abuses of her brother. But the ugly truth of the Matou siblings begins to surface, and many dark secrets are exposed.

Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly continues to focus on the remaining Masters and Servants as they fight each other in the hopes of obtaining the Holy Grail. However, as darkness arises within Fuyuki City, even the state of their sacred war could be in danger.

[Written by MAL Rewrite]",3551,421124,8.47,
mal,33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,Fate/stay night: Heaven's Feel - III. Spring Song,"{""studio"": ""ufotable""}",anime,https://cdn.myanimelist.net/images/anime/1142/112957l.jpg,Action|Fantasy|Urban Fantasy,"The Fifth Holy Grail War in Fuyuki City has reached a turning point in which the lives of all participants are threatened as the hidden enemy finally reveals itself. As Shirou Emiya, Rin Toosaka, and Illyasviel von Einzbern discover the true, corruptive nature of the shadow that has been rampaging throughout the city, they realize just how dire the situation is. In order to protect their beloved ones, the group must hold their own against the seemingly insurmountable enemy force—even if some of those foes were once their allies, or perhaps, something more intimate.

As the final act of this chaotic war commences, the ideals Shirou believes will soon be challenged by an excruciating dilemma: is it really possible to save a world where everything seems to have gone wrong?

[Written by MAL Rewrite]",8358,388119,8.64,
mal,60508,"Food Court de, Mata Ashita.",See You Tomorrow at the Food Court,"{""studio"": ""Atelier Pontdarc""}",anime,https://cdn.myanimelist.net/images/anime/1039/150572l.jpg,Slice of Life,"To their classmates, Wada is a quiet rich girl while Yamamoto is an intimidating lone wolf...but what they don't know is that Wada is a mobile game addict in a passionate love-hate relationship (with a 2D character), and Yamamoto has a penchant for urban legends with eyes only for her favorite YouTuber. And their biggest not-so-secret secret—these unlikely friends meet at the food court every day after school to rant, rave, and learn what makes each other tick!

(Source: Yen Press)",85,24329,7.53,
mal,24765,Gakkougurashi!,School-Live!,"{""studio"": ""Lerche""}",anime,https://cdn.myanimelist.net/images/anime/1798/91548l.jpg,Horror|Mystery|Slice of Life|Suspense|Psychological|School|Survival,"Carefree high school senior Yuki Takeya every day looks forward to the School Living Club. Consisting of the president Yuuri Wakasa, the athletic Kurumi Ebisuzawa, the mature Miki Naoki, the supervising teacher Megumi Sakura, and club dog Taroumaru, the club prides itself on making the most of life at school. There is only one rule the club members have to follow: all members must live their entire lives within school grounds.

Gakkougurashi! follows the adventures of the School Living Club as they promote independence and self-determination through their lively time residing at Megurigaoka Private High School.

[Written by MAL Rewrite]",5661,473737,7.61,
